ph,Chloramines,Turbidity,Conductivity,Hardness,Potability
7.86,0.84,0.89,312.45,65.36,1
7.26,3.66,4.07,418.28,283.56,1
7.6,3.37,2.83,547.77,297.94,1
6.04,5.44,9.42,1097.49,48.6,0
9.32,4.17,5.27,897.15,33.12,0
6.69,3.43,3.34,185.48,285.4,1
6.23,5.13,8.04,15.34,490.16,0
5.73,0.02,7.49,21.39,2.43,0
7.86,1.87,0.78,379.83,93.9,1
5.99,4.11,5.51,1107.52,49.03,0
5.17,5.61,6.34,17.09,58.83,0
8.21,3.78,2.71,226.98,130.74,1
5.55,5.37,6.94,1042.6,58.97,0
9.06,0.07,7.49,1322.17,53.31,0
5.57,0.02,9.43,42.6,34.83,0
6.02,5.51,7.15,30.32,437.74,0
6.02,0.01,7.86,22.85,490.01,0
8.32,1.31,4.44,578.59,78.69,1
7.54,0.55,4.09,768.12,279.53,1
8.83,5,8.85,1939.33,469.85,0
6.71,2.65,3.14,645.83,167.25,1
8.32,0.87,1.38,465.11,104.06,1
8.72,5.85,5.57,986.76,4.04,0
7.37,1.83,4.12,613.37,243.04,1
8.29,3.27,0.1,222.55,245.35,1
5.15,0.03,7.53,24.44,27.96,0
8.72,5.86,7.49,1946.73,534.4,0
7.08,1.93,3.4,328.39,65.03,1
9.21,5.03,6.79,1684.1,369.96,0
7.21,0.94,0.36,170.46,257.82,1
6.63,2.39,3.03,420.94,225.26,1
8.83,0.07,6.36,19.3,492.51,0
5.46,0.04,6.09,1945.64,12.65,0
5.71,4.93,7.79,27.31,14.41,0
5.87,5.94,8.22,31.37,5.2,0
8.66,0.05,6.51,27.56,416.9,0
7.74,2.59,1.79,333.22,217.2,1
5.13,5.07,5.5,15.26,24.19,0
8.49,2.97,1.22,587.22,142.06,1
8.79,5.08,8.24,1892.62,56.03,0
7.97,1.88,1.22,62.62,169.32,1
8.18,0.31,3.39,285.81,65.3,1
5.6,0.06,9.21,1095.95,13.4,0
7.25,3.1,3.87,483.84,165.59,1
9.04,4.74,8.37,43.12,466.2,0
7.75,3.45,3.78,441.4,299.68,1
9.28,5.02,5.52,1659.99,39.89,0
7.64,2.74,4.19,659.08,269.09,1
8.04,0.29,0.7,363.01,244.53,1
5.58,0.05,7.79,1467.24,57.67,0
6.85,3.28,0.32,585.74,91.45,1
5.02,4.22,7.97,39.81,1.07,0
7.55,0.6,4.25,275.43,124.64,1
8.89,4.4,7.55,1675.62,574.17,0
7.71,0.63,0.84,160.93,256.81,1
7.89,3.74,4.12,546.19,96.23,1
7.16,3.37,3.28,337.79,117.89,1
7.68,0.57,4.45,584.72,174.97,1
9.09,0.05,9.32,1403.28,21.08,0
5.81,0.07,6.72,19.54,29.82,0
7.09,0.14,4.63,639.4,92.98,1
9.25,0.03,8.27,36.18,361.84,0
5.3,0.01,8.4,34.52,389.11,0
6.69,3.58,4.14,386.85,114.44,1
7.09,3.57,3.31,164.62,132.8,1
5.88,5.59,7.19,1644.64,457.33,0
7.88,1.89,4.34,464.48,214.94,1
7.83,1.05,2.5,208.21,204.58,1
6.54,3.2,0.81,329.7,67.58,1
8.22,3.72,0.45,600.99,104.96,1
9.49,0.08,6.83,10.87,572.8,0
5.17,5.42,7.6,964.6,334.09,0
6.76,0.56,1.92,595.87,144.2,1
9.06,0.02,6.34,37.32,569.19,0
9,0.05,7.72,20.19,47.93,0
6.09,0.02,6.88,12.75,21.17,0
8.06,1.81,3.82,308.72,110.68,1
6.01,4.74,7.06,10.16,315.4,0
7.67,1.22,4.66,777.1,267.87,1
7.29,3.66,1.37,94.75,143.31,1
9.25,4.98,9.9,1090.33,20.72,0
9.22,0.07,9.47,1558.5,381.2,0
6.87,0.46,0.35,784.53,163.75,1
9.16,5.61,6.86,13.59,32.71,0
8.41,3.45,1.12,793.04,126.48,1
6.84,2.29,4.18,563.5,102.25,1
5.56,4.47,6.77,965.21,47.83,0
7.13,1.16,0.85,101.58,293.36,1
6.64,0.28,0.73,564.26,139.13,1
8.62,0.06,9.23,1686.72,6.01,0
9.42,0.02,5.9,1127.19,19.06,0
5.7,0.02,5.88,1947.81,316.74,0
9.06,4.42,5.12,28.95,18.37,0
5.11,0.02,8.77,47.35,56.52,0
7.51,1.99,0.71,107.43,288.15,1
6.79,1.68,4.01,321.36,110.2,1
7.21,1.81,0.95,99.38,202.43,1
7.02,3.83,1.73,364.15,212.67,1
7.39,2.21,2.25,353.75,218.04,1
8.65,5.15,6.36,11.03,33.76,0
7.76,2.71,1.39,295.44,199.16,1
6.99,3.92,3.55,589.77,89.58,1
7.58,3.55,4.63,295.04,231.37,1
8.44,2.27,3.88,336.15,151.82,1
7.15,1.84,0.82,756.27,116.85,1
5.61,5.39,8.8,12.01,315.86,0
5.76,5.9,7.9,951.82,551.08,0
6.83,3.94,2.69,529.7,284.76,1
5.89,0.04,5.3,1799.68,36.68,0
8.73,4.59,6.28,39.95,40.13,0
5.94,0.05,8.21,35.88,343.95,0
5.85,5.23,9.42,31.65,432.37,0
8.42,0.19,1.26,111.19,72.76,1
8.75,4.12,6.29,31.87,352.73,0
9.34,5.59,8.37,21.7,44.82,0
9.43,0.01,7.9,1682.42,456.93,0
8.22,1.36,3.93,721.36,253.52,1
8.96,0.02,8.67,37.03,429.22,0
6.81,2.1,3.39,558.63,164.15,1
5.76,5.9,8.71,11.85,58.7,0
9.11,4.58,7.33,1853.51,379.39,0
9.32,0.02,8.21,10.14,32.77,0
5.08,0,9.14,42.98,39.8,0
8.89,5.7,6.8,24.15,359.11,0
8.12,3.09,2.72,330.74,278.66,1
6.27,5.15,7.82,1047.64,39.28,0
8.72,5.24,9.07,1686.08,417.41,0
6.05,5.51,5.62,1339.1,528.86,0
8.37,1.76,1.53,351.84,146.65,1
8.16,1.29,0.69,500.82,166.59,1
7.88,1.58,0.98,109.18,210.63,1
6.52,0.44,3.1,660.06,280.28,1
6.88,1.98,4.31,647.03,118.5,1
8.22,1.07,4.23,401.23,76.96,1
8.18,3.51,2.36,729.01,149.65,1
8.79,0,7.93,1065.44,9.8,0
7.05,1.13,1.13,668.7,220.83,1
7.58,1.19,0.91,379.14,132.52,1
7.1,3.24,2.45,640.78,224.83,1
8.76,0.04,9.16,1165.91,24.8,0
5.3,0.09,7.48,1772.64,29.26,0
5.9,0.05,6.63,41.6,419.63,0
8.81,4.48,8.15,35.63,8.3,0
9.2,6,8.01,18.1,57.97,0
7.31,3.88,2.17,333.49,291.57,1
7.08,3.03,0.01,347.43,84.67,1
5.9,0.08,7.47,1386,518.04,0
7.11,0.77,0.32,635.15,296.97,1
8.17,3.31,3.77,147.24,249.2,1
6.87,2.13,4.93,421.75,278.45,1
9.15,0.08,5.56,965.21,366.05,0
9.03,0.06,7.03,1019.22,43.11,0
6.98,3.68,1.42,311.95,107.11,1
7.22,1.35,0.41,367.43,269.98,1
7.25,3.25,3.1,92.71,135.02,1
8.03,1.8,2.81,202.08,100.25,1
8.37,1.19,0.43,247.68,263.38,1
8.47,1.8,4.16,441.05,98.45,1
8.44,3.74,2.77,664.49,137.2,1
8.09,2.5,1.48,368.8,232.57,1
7.39,2.4,2.64,774.27,270.13,1
8.25,1.23,2.54,618.36,234.85,1
8.63,4.72,7.7,1858.6,21.65,0
8.36,2.44,3.52,727.51,179.84,1
8.49,2.39,0.21,303.5,175.12,1
7.79,1.56,4.18,405.13,236.01,1
8.82,4.16,8.71,28.71,29.26,0
7.57,3.69,3.64,179.14,292.24,1
7.24,3.87,4.15,97.75,125.27,1
5.66,0.07,9.78,1723.54,57.53,0
5.95,5.05,9.61,27.61,49.23,0
6.53,0.67,2.62,507.86,156.52,1
5.94,5.19,8.56,36.96,420.57,0
7.47,1.75,3.45,309.6,239.06,1
5.72,5.73,6.68,29.13,24.56,0
6.37,4.2,8.18,1575.85,502.58,0
7.85,0.22,3.99,357.9,286.26,1
7.26,0.88,4.03,430.65,158.43,1
8.8,5.59,7.64,10.62,11.38,0
6.22,5.33,8.41,1298.53,369.92,0
5.62,4.88,7.03,1897.5,13.81,0
6.67,0.48,3.92,673.79,82.6,1
8.94,5.03,6.6,24.75,315.4,0
7.62,1.03,4.76,228.44,292.5,1
8.44,3,1.59,696.48,137.87,1
5.26,5.58,8.3,1557.84,37.85,0
7.96,1.37,3.97,369.36,234.65,1
6.57,2.04,3.44,446.3,293.32,1
7.4,2.88,3.07,496.48,262.07,1
7.79,3.85,2.23,233.61,119.69,1
9.13,5.22,6.1,1614.82,357.08,0
6.35,4.27,8.16,1539.31,29.69,0
8.21,1.82,4.45,631.56,74.83,1
7.39,0.68,2.82,728.73,162.9,1
8.11,3.47,4.47,723.37,71.14,1
8.5,1.04,4.41,680.91,251.36,1
8.12,2.12,3.05,111.65,136.4,1
8.09,3.3,0.51,109.21,256.18,1
7.24,0.47,3.78,516.86,218.57,1
6.33,5.77,7.11,978.9,42.69,0
7.04,1.89,4.25,773.62,243.05,1
7.16,3.79,0.26,277.77,281.59,1
8.07,2.5,1.23,561.93,154.98,1
8.07,0.73,4.08,98.33,74.5,1
6.99,3.9,3.04,443.39,89.03,1
9.09,0.09,9.3,44.63,363.09,0
5.05,0.01,6.04,1600.8,30.67,0
7.19,0.8,0.33,324,295.33,1
7.88,1.35,3.65,683.6,105.5,1
7.79,0.94,4.09,433.25,131.04,1
7.34,3.58,0.38,259.52,226.99,1
7.56,0.4,4.08,392.22,172.49,1
8.17,2.84,2.9,721.56,236.75,1
9.05,4.78,9.16,1616.26,34.76,0
7.24,3.23,2.39,96.67,118.36,1
6.57,0.85,1.12,168.95,230.25,1
8.76,5.62,9.99,29.31,3.04,0
6.89,3.11,3.01,53.02,60.61,1
8.17,2.21,3.05,468.39,282.83,1
8.71,5.62,5.6,12.64,50.99,0
5.92,5.08,9.58,1143.48,50.24,0
8.64,5.51,6.28,37.51,356.5,0
8.64,4.79,8.45,39.36,410.4,0
5.57,0.01,5.7,898.05,12.7,0
7.53,3.65,0.54,531.75,299.4,1
7.65,3.3,4.3,227.9,193.86,1
6.2,0.07,9.63,1421.37,547.09,0
5.8,0.02,6.23,867.36,361.24,0
7.79,1.84,0.92,763.62,152.25,1
6.57,2.61,2.09,316.87,166.98,1
7.2,3.51,4.95,689.55,213.09,1
9.11,4.82,8.87,1692.43,44.91,0
6.98,2.09,0.92,309.42,136.65,1
6.86,1.89,2.97,509.96,171.47,1
6.91,0.51,4.94,232.62,179.56,1
5.22,5.78,5.42,1349.97,13.86,0
7.76,1.93,1.86,330.99,129.66,1
5.56,0.05,5.21,24.21,345.04,0
9.16,0.03,8.45,48.68,543.3,0
8.98,4.76,8.97,1191.21,21.58,0
5.65,0.01,8.89,1570.27,515.71,0
6.24,0.02,8.69,35.82,561.14,0
8.13,1.02,2.38,665.02,125.41,1
9.2,0.07,6.39,994.61,24.45,0
6.17,0.07,5.56,36.18,452.82,0
7.6,2.26,2.36,142.05,208.87,1
7.53,1.82,4.99,159.23,142,1
8.4,1.11,3.57,409.03,109.47,1
7.14,0.92,2.09,85.51,169.02,1
8.86,5.2,5.91,29.31,50.26,0
5.03,4.8,6.72,1349.7,584.69,0
7.88,2.12,3.21,404.5,287.3,1
5.78,4.42,6.83,22.39,445.68,0
7.4,1.24,4.57,80.52,227.8,1
7.82,0.82,3.56,437.64,296.33,1
8.92,0.02,8.28,831.33,590.18,0
9.38,4.72,8.11,21.72,313.84,0
9.48,0.02,9.84,26.49,396.32,0
8.45,1.86,4.7,480.93,188.85,1
7.98,3.18,3.31,153.78,139.97,1
8.49,0.59,3.67,633.9,75.85,1
7.34,0.54,0.33,732.12,196.48,1
5.92,5.05,8.52,23.23,47.66,0
6.52,1.29,3.68,194.93,240.26,1
8.86,5.72,9.04,1531.95,378.27,0
6.12,4.99,6.4,1210.62,12.78,0
7.98,2.75,1.94,327.67,294.15,1
6.14,5.63,7.07,48.79,577.75,0
5.1,0.01,8.54,1711.19,10.32,0
6.79,3.64,1.4,765.78,115.99,1
5.22,0.04,7.59,43.25,46.51,0
9.12,0.03,6.3,16.77,391.13,0
7.12,2.55,0.18,635.05,184.56,1
8.83,5.99,9.53,18.82,378.27,0
8.12,2.68,1.45,345.06,238.34,1
7.42,1.37,1.88,188.83,146.2,1
6.03,4.43,8.43,1376.71,12.89,0
6.77,0.46,2.69,689.05,132.48,1
8.37,0.96,1.11,786.33,121.78,1
9.04,4.37,6.87,42.52,49.54,0
7.69,3.35,2.67,54.87,129.65,1
5.91,0.02,6.91,1791.48,495.78,0
6.66,0.23,4.34,261.42,101.17,1
5.84,0.03,5.34,1571.14,2.05,0
7.73,3.9,2.18,203.01,144.87,1
6.76,1.66,3.74,129.41,84.41,1
9.21,0.07,8.28,30.3,558.99,0
6.14,5.3,6.79,1548.56,456.87,0
6.02,0.01,5.38,1246.07,551.08,0
6.23,5.63,9.89,29.75,1.58,0
7.04,3.59,1.55,100.76,259.97,1
9.33,0.06,6.61,1322.17,469.01,0
8.6,0.02,7.44,1440.71,558.99,0
8.86,0.01,6.41,45.29,404.8,0
7.82,2.66,4.7,259.47,143.53,1
6.94,2.06,4.23,379.32,147.71,1
7.42,1.67,0.05,769.77,183.84,1
7.41,2.73,3.92,167.87,73.49,1
6.91,0.6,4.97,166.81,208.15,1
6.52,1.57,1.03,350.91,128.2,1
8.98,5.07,9.37,1839.62,376.08,0
6.65,0.5,0.81,407.68,102.26,1
8.97,0.06,8.91,1750.68,34.45,0
7.77,2.68,1.86,327.31,138.99,1
8.1,0.51,0.67,352.92,86.5,1
8.45,2.19,3.62,107.07,232.15,1
7.79,0.38,4.87,331.97,187.07,1
5.87,4.72,6.36,45.06,32.84,0
7.37,0.71,3.87,717.47,164.23,1
7.33,2.87,1.17,494.51,218.8,1
8.46,1.01,3.37,288.92,250.21,1
7.31,0.84,0.85,561.8,111.88,1
8.67,5.71,9.93,1258.67,20.23,0
9.32,5.75,6.69,26.59,19.58,0
7.73,3.1,0.87,169.6,146.18,1
8.12,3.02,3.8,175.78,77.66,1
8.48,0.88,4.92,737.08,74.83,1
7.49,1.94,0.88,260.98,154.1,1
8.6,5.44,6.77,1691.93,58.16,0
8.7,4.29,7.17,34.27,44.75,0
6.13,5.76,9.11,882.57,5.19,0
8.25,0.14,4.31,682.54,146.67,1
6.36,0.03,6.07,27.95,18.04,0
7.76,2.95,0.93,170.44,187.67,1
6.58,2.42,3.13,602.18,177.02,1
8.37,2.88,0.9,585.42,181.77,1
5.98,0.08,9.31,37.42,509.53,0
6.96,1.76,4.14,158.19,80.53,1
8.85,5.74,7.18,39.95,502.01,0
8.89,4.17,5.9,28.02,536.97,0
5.59,4.25,8.81,859.63,33.19,0
9.4,4.9,8.59,45.78,17.54,0
5.62,5.09,9.03,1050.85,24.63,0
8.15,2.91,3.44,257.97,170.61,1
5.35,5.16,6.72,1144.46,42.3,0
6.5,2.2,1.33,342.15,235.74,1
7.3,1.23,0.94,741.03,170.12,1
7.13,0.42,2.01,618.38,140,1
5.87,5.75,7.25,21.41,331.96,0
5.42,0.04,7.36,39.35,351.85,0
5.42,4.49,8.97,912.82,33.38,0
7.9,3.77,1.8,317.1,262.38,1
7.71,0.14,1.69,553.5,276.64,1
7.05,1.44,4.15,493.37,223.28,1
7.68,2.91,0.72,798.41,260.3,1
5.44,0.03,7.85,39.76,35.37,0
8.23,1.07,3.13,684.47,234.16,1
5.81,4.2,5.13,1497.35,375.03,0
5.55,5.95,8.1,39.75,3.96,0
8.62,0.05,8.64,1409.55,7.5,0
9.39,0.05,7.96,1000.13,29.96,0
6.03,0.08,8.59,957.31,446.98,0
5.72,4.96,6.45,1016.13,19.52,0
5.27,0.04,8.09,18.5,326.1,0
9.35,5.72,5.98,1170.28,3.18,0
8.98,5.32,7.4,1635.59,15.44,0
8.12,0.85,1.92,50.42,157.13,1
9.44,0.03,7.03,37.42,548.96,0
7.5,1.67,0.92,411.42,75.95,1
5.32,4.8,7.51,1474.32,16.92,0
8.66,4.14,5.53,1104.35,319.25,0
6.83,2.58,4.63,530.91,262.47,1
5.39,5.24,8.73,19.06,568.94,0
6.12,0,7.36,1311.95,42.72,0
7.58,2.78,4.32,789.11,194.5,1
7.94,1.25,4.2,124.47,61.11,1
6.65,1.71,0.85,282,70.34,1
8.31,2.26,0.98,710.88,256.87,1
7.94,3.24,0.63,54.22,215.08,1
8.94,5.05,9.98,1588.28,8.41,0
5.44,4.44,7.43,1125.29,541.26,0
8.87,4.45,9.85,33.68,35.77,0
6.63,1.04,2.49,139.37,251.08,1
7.32,3.34,1.4,451.18,203,1
5.04,4.7,8.18,1286.66,8.06,0
5.7,0.07,6.84,1576.15,8.97,0
7.86,2.07,2.67,101.97,161.88,1
7.7,2.11,3.74,174.16,112.28,1
7,2.17,3.07,675.15,84.11,1
6.95,2.2,2.79,782.99,152.2,1
9.16,4.55,9.18,845.63,436.81,0
5.91,0.08,7.2,1123.2,518.33,0
7.04,2.19,4.38,786.87,128.3,1
6.96,1.42,4.82,244.25,181.69,1
6.6,2.34,0.97,252.29,276.02,1
8.98,4.9,8.5,37.06,39.19,0
5.12,0.08,9.98,24.16,27.01,0
5.99,4.65,9.42,32.94,28.91,0
6,5.17,5.41,1645.79,14.19,0
6.88,3.19,2.29,723.99,69.8,1
9.16,5.92,6.03,43.26,32.23,0
9.29,0.06,8.23,23.9,36.9,0
9.09,0.05,5.82,1924.68,41.6,0
8.67,0.06,7.34,1980.98,592.01,0
9.27,0.06,5.36,1080.69,416.98,0
6.64,2.79,2.64,615.03,71.22,1
9.12,4.34,7.54,24.91,380.56,0
6.66,0.7,2.16,148.29,223.82,1
5.81,0.01,5.18,37.75,41.51,0
9.18,5.42,8.83,1057.01,26.99,0
9.11,5.3,6.18,885.66,396.99,0
7.34,1.03,0.17,90.03,203.64,1
7.65,2.03,3.55,158.12,219.55,1
6.65,0.71,2.77,476.27,242.02,1
8.67,5.78,5.94,43.75,423.64,0
6.14,0.05,5.11,31.6,341.17,0
5.98,0.08,6.18,1357.38,27.65,0
5.2,5.64,6.7,1534.14,533.51,0
5.63,4.55,8.89,1408.81,375.54,0
9.06,5.75,8.38,17.09,41.92,0
7.74,1.7,3.14,525.53,90.27,1
7.85,2.8,0.8,483.88,162.99,1
6.85,0.8,0.52,296.23,92.42,1
9.42,0.07,5.34,897.65,308.82,0
7.52,2.77,4.78,447.85,262.83,1
5.72,5.1,8.26,1857.07,395.6,0
7.21,2.99,4.45,629.63,220.21,1
6.1,0.04,9.79,1878.14,2.04,0
5.78,0.07,6.28,18.12,592.14,0
6.87,2.37,3.9,282.22,199.14,1
8.42,2.54,2.73,283.53,188.97,1
6.74,3.92,2.96,512.64,256.13,1
8.64,4.98,9.66,1344.61,456.3,0
8.72,4.62,7.59,1235.54,32.38,0
5.13,0.02,5.62,1508.91,368.74,0
8.86,0.02,7.04,36.62,31.51,0
6.57,2.23,1.04,712.83,287.8,1
8.43,1.8,3.91,167.53,160.79,1
6.05,4.88,5.16,43.95,401.8,0
6.27,0.03,6.26,1896.41,55.77,0
6.92,3.53,2.99,557.99,68.21,1
5.11,0.05,5.3,1391.44,417.26,0
7.24,0.39,1.43,475.92,184.02,1
5.84,0.02,8.44,23.81,8.66,0
6.61,0.31,3.27,796.27,113.72,1
7.06,3.97,0.19,369.15,141.78,1
5.19,0.09,7.83,1445.71,17.54,0
5.61,0.05,5.78,1022.78,429.1,0
8.11,3.45,4.44,571.2,193.32,1
8.7,0.02,6.35,31.31,436.92,0
6.89,3.7,4.92,523.65,289.08,1
7.83,1.24,1.48,265.25,239.39,1
5.13,0,6.76,1459.33,21.18,0
6.66,2.57,1.55,513.61,79.53,1
7.7,3.73,2.14,588.37,248.06,1
7.32,1.96,1.74,226.38,103.89,1
8.06,2.09,2.79,542.35,91.55,1
5.01,5.05,6.02,33.4,388.7,0
9.21,0.01,6.5,23.74,44.75,0
5.58,5.18,7.4,42.53,541.29,0
8.68,5.6,9.52,39.82,13.71,0
8.41,0.61,3.27,107.55,271.78,1
5.01,5.7,8.77,1901.05,40.48,0
7.96,3.61,4.2,213.1,190.51,1
7.93,0.53,1.66,254.9,122.25,1
5.73,5.1,8.72,27.37,530.67,0
7.06,2.89,3.41,696.54,237.58,1
9.15,5.69,6.55,24.02,41.16,0
8.25,3.76,0.51,510.51,234.36,1
8.11,0.59,2.47,498.51,256.25,1
8.81,5.23,7.88,22.61,49.21,0
8.22,0.96,3.83,671.8,165.05,1
9.42,0.02,5.98,44.32,15.33,0
6.85,0.73,0.17,214.99,254.58,1
8.71,0,6.09,15.03,531.5,0
5.09,0.09,7.51,1021.74,413.61,0
8.25,1.19,2.61,121.53,78.24,1
7.15,2.07,3.06,125.11,185.97,1
8.91,0.04,9.14,29.31,357.66,0
8.32,0.58,0.29,757.57,253.2,1
6.6,0.63,0.13,793.45,247.7,1
6.82,0.79,1.42,798.28,115.6,1
5.91,4.5,8,1177.08,344.48,0
8.91,4.77,9.47,30.72,557.45,0
5.99,4.99,5.45,859.06,17,0
7.65,2.09,3.67,614.03,158.27,1
7.83,3.02,0.35,600.5,125.23,1
5.86,5.22,7.67,25.76,40.68,0
7.06,2.49,2.96,466.13,77.52,1
9.12,0.02,6.86,41.57,22.45,0
6.27,4.31,9.63,19.71,418,0
6.86,0.16,0.95,90.44,200.67,1
6.8,2.61,3.53,506.84,179.23,1
9.24,0.03,5.77,1834.81,539.96,0
6.11,0.03,6.34,911.1,328.08,0
8.25,3.41,0.53,559.78,117.69,1
6.53,2.9,1.33,166.9,205.34,1
5.08,0.02,9.95,960.93,345.37,0
7.53,1.97,2.67,351.34,152.26,1
8.61,5.62,6.49,15.69,40.8,0
7.74,1.31,3.98,345.59,274.17,1
6.27,0.07,5.24,22.66,45.35,0
8.61,5.18,5.92,35.97,396.34,0
9.27,4.55,5.4,48.65,301.76,0
5.94,0.01,8.97,1500.43,21.65,0
5.75,0.04,9.92,27,444.59,0
9.44,0.06,5.36,48.7,19.41,0
6.99,0.83,0.4,558.91,61.56,1
6.86,1.99,3.47,203.34,69.66,1
8.39,2.39,1.84,306.32,182.63,1
8.85,5.47,9.1,25.5,11.28,0
5.82,5.5,8.01,17.14,17.18,0
6.55,0.76,3.93,498.27,170.49,1
5.93,5.95,8.28,37.56,54.17,0
9.34,5.53,7.36,44.45,45.15,0
8.82,5.96,9.36,884.91,57.03,0
5.94,4.63,6.91,22.11,319.43,0
6.35,4.89,7.32,854,51.6,0
6.71,2.65,1.5,178.73,66.26,1
6.7,1.9,3.37,508.51,288.37,1
5.49,5.74,5.93,1510.65,8.4,0
6.06,0.05,6.1,1666.42,567.37,0
9.19,5.87,6.55,32.66,457.05,0
7.34,3.54,2.78,330.3,279.34,1
9.2,5.44,7.15,1504.99,0.95,0
6.87,2.7,3.04,360.73,205.54,1
8.11,2.28,2.55,793.91,229.99,1
8.14,1.78,1.56,590.94,169.94,1
7.16,0.38,1.99,723.96,244.03,1
6.99,3.21,4.14,605.81,179.65,1
8.91,0.05,7.49,42.86,435.35,0
7.25,0.8,2.71,428.05,297.13,1
7.05,2.32,1.18,464.53,76.44,1
7.97,1.33,3.54,147.74,174.42,1
5.88,0.03,8.41,1398.5,36.62,0
6.68,2.67,4.64,752.79,161.5,1
5.68,4.56,7.37,1583.98,2.08,0
8.8,4.33,7.59,30.69,26.18,0
6.12,0.07,5.57,34.55,489.12,0
9.14,4.53,6.79,43.46,26.43,0
8.91,4.24,8.74,1539.31,397.25,0
9.33,0.04,6.37,1429.89,34.82,0
8.69,0.03,5.14,43.01,498.42,0
5.94,0.08,6.83,1098.29,383.17,0
6.81,1.85,3.06,417.65,220.83,1
8.16,2.22,4.03,230.41,161.21,1
9.4,0.04,9.96,44.4,416.77,0
8.62,4.27,9.42,35.21,420.41,0
6.38,5.18,5.54,10.54,536.14,0
8.09,0.15,1.25,63.21,91.45,1
9.28,4.15,8.78,929.35,37.46,0
6.61,0.58,0.62,661.66,113.15,1
8.67,4.87,6.4,939.14,473.82,0
9.17,0.07,9.78,1684.1,537.52,0
6.16,4.38,9.46,37.32,19.75,0
6.55,2.68,2.32,562.41,184.15,1
9.11,0.05,5.87,1941.79,443.84,0
5.13,0.06,5.24,1943.06,44.59,0
8.98,5.27,7.04,43.72,4.53,0
6.83,3.73,3.25,202.85,172.42,1
7.88,2.97,0.64,536.09,296.14,1
9.22,4.39,8.1,978.9,0.07,0
6.52,2.46,3.18,210.09,93.67,1
6.87,1.63,4.78,515.84,203.21,1
5.84,5.75,5.32,31.3,558.99,0
5.61,0.04,6.79,927.66,548.58,0
6.76,1.6,1.68,539.85,206.22,1
6.7,1.77,2.86,621.89,244.44,1
6.97,2.47,3.92,454.57,147.93,1
9.01,0.06,8.07,1517.95,362,0
5.97,4.74,5.23,1168.95,46.51,0
7.41,0.71,1.23,423.94,293.49,1
6.04,0.09,5.71,26.41,494.53,0
8.34,3.74,0.47,612.19,282.85,1
8.77,0.06,6.01,16.96,23.43,0
5.57,5.27,6.43,1163.67,406.08,0
8.48,2.39,4.68,612.87,179.23,1
8.92,0.03,9.05,16.75,469.85,0
6.12,0.06,9.29,16.61,7.22,0
5.71,0.08,9.27,14.17,27.07,0
8.07,2.16,0.76,710.89,152.5,1
8.45,2.88,3.74,725.59,179.74,1
7.41,2.43,4.9,403.69,186.37,1
7.01,1.44,0.84,166.53,182.66,1
8.6,0.06,7.05,14.05,461.74,0
9.33,4.46,7.4,38.6,473.37,0
8.14,2.38,4.06,166.66,196.53,1
8.99,5.24,8.4,19.85,48.44,0
8.7,0.04,7.8,1684.81,363.95,0
6.86,0.62,1.55,310.11,264.45,1
8.5,2.37,1.83,789.57,187.61,1
6.86,3.8,2.26,463.91,291.73,1
7.69,2.35,2.85,169.38,122.14,1
7.33,3.04,1.17,582.05,79.03,1
6.89,1.85,4.07,546.87,220.27,1
9.24,4.18,9.87,17.11,484.35,0
6.12,0.01,7.26,42.5,15.87,0
8.78,0.02,7.3,1356.52,9.06,0
6.12,0.08,9.09,28.06,4.42,0
9.1,0.06,9.07,1979.92,31.56,0
6.55,3.13,2.47,114.88,158.38,1
5.1,5.22,8.61,978.5,486.83,0
5.76,5.2,8.66,1249.95,31.49,0
8.27,1.34,3.83,456.63,160.46,1
8.19,2.09,2.7,161.78,105.07,1
8.77,0.04,9.59,15.24,540.03,0
6.34,4.65,9.69,42.87,25.37,0
9.15,0.09,7.91,1631.08,34.53,0
9.36,0.05,5.35,1875.94,54.43,0
7.17,0.74,4.58,220.59,162.83,1
7.18,0.9,1.13,236.41,149.25,1
7.42,3.45,0.26,141.07,89.1,1
7.15,1.46,4.73,266.34,88.58,1
5.44,4.19,6.18,859.99,21.28,0
6.65,3.4,4.78,463.98,199.33,1
7.98,2.95,1.65,367.93,188.83,1
5.79,0.02,6.6,1724.13,22.42,0
7.24,0.37,3.9,576.59,279.45,1
5.92,5.04,7.58,17.14,37.93,0
7.66,0.92,0.74,407.44,191.11,1
8.88,5.1,6.47,1693.64,436.56,0
8.22,1.69,2.91,401.08,126.86,1
6.81,2.96,3.8,709.85,215.13,1
6.11,5.36,7.95,15.55,9.26,0
7.39,3.55,1.57,238.48,132.72,1
7.97,3.24,1.23,750.21,120.32,1
7.79,0.96,1.1,219.4,70.05,1
7.96,0.66,1.21,603.66,172.22,1
9.47,5.61,7.09,1646.74,21.75,0
9.49,0.04,8.3,26.91,347.16,0
5.59,0.01,7.85,1892.92,569.97,0
6.79,1.36,2.98,533.81,205.63,1
8.42,1.33,0.26,219.75,224.45,1
6.96,3.69,3.62,546.11,69.2,1
8.15,1.59,1.74,557.86,188.25,1
8.76,0.01,7.7,1704.84,46.4,0
6.63,2.3,4.39,80.95,233.81,1
6.26,0.01,6.51,1085.6,31.09,0
5.54,0.06,6.5,46.72,580.8,0
9.26,0.06,6.65,26.46,536.97,0
7.01,1.63,2.37,385.96,235.73,1
