ph,Chloramines,Turbidity,Conductivity,Hardness,Potability
7.57,2.55,1.82,460.02,407.52,0
5.56,2.49,4.52,44.17,298.63,0
6.56,0.3,2.84,284.89,25.96,0
7.56,3.03,5.39,545.25,269.56,0
7.79,4.04,4.78,283.89,203.88,0
9.2,3.75,5.41,763.41,263.52,0
8.08,1.01,1.29,934.65,370.15,0
7.16,4.31,4.01,1117.14,297.98,0
9.22,1.71,4.43,851.67,146.28,0
8.64,4.73,4.45,905.04,299.75,0
6.3,0.36,3.02,802.72,41.57,0
6.02,2.43,0.07,1281.57,2.68,0
8.2,2.99,1.57,361.47,200.76,1
7.74,1.24,1.94,368.15,378.59,0
8.66,3.86,5.11,190.44,411.32,0
8.46,3.13,5.05,646.82,274.92,0
8,0.09,0.63,152.13,434,0
9.45,3.04,5.7,373.09,62.96,0
7.63,2.46,1.09,643,482.05,0
5.95,0.98,2.49,1246.15,460.88,0
8.81,4.98,1.29,1254.04,299.62,0
6.51,4.49,5.16,974.55,29.36,0
8.61,1.46,4.5,524.35,227.1,0
9.33,2.71,2.12,1128.75,89.64,0
8.29,1.58,4.09,1141.83,314.21,0
7.88,3.88,1.11,1185.95,94.98,0
7.34,4.65,2.29,842.83,240.9,0
6.96,1.79,2.26,286.28,102.81,1
6.91,4.03,1.43,145.67,90.92,0
8.05,2.49,5.26,1191.76,123.96,0
8.51,1.98,4.07,100.54,14.6,0
8.21,4.69,1.68,405.78,358.06,0
6.29,2.55,1.45,648.44,153.36,0
7.48,2.34,0.11,57.91,349.05,0
8.67,3.36,2.08,1181.78,326.74,0
7.4,1.31,3.16,394.64,33.06,0
7.65,1.62,1.67,66.2,156.02,1
8.58,4.66,4.2,1291.86,283.43,0
8.15,3.39,2.47,425.47,459.2,0
7.14,4.13,1.9,1143.49,200.66,0
9.08,1.36,5.63,605.91,252.4,0
6.15,2.72,1.58,872.17,375.08,0
9.48,4.86,2.39,336.18,401.65,0
5.98,1.59,2.29,668.65,461.67,0
5.56,0.8,1.45,357.22,248.59,0
9.06,2.55,1.3,1237.88,96.92,0
6.48,1.94,1.81,107.4,382.21,0
8.42,0.8,5.19,378.84,62.79,0
8.74,4.44,4.6,1164.25,209.17,0
8.94,4.95,4.09,639.65,314.11,0
9.47,2.84,2.74,792.11,345.93,0
6.68,3.87,3.05,857.65,366.51,0
8.34,4.3,1.6,120.08,96.77,0
5.96,3.5,0.45,52.53,490.82,0
7.13,0.22,1.99,1221.06,89.21,0
8.89,0.79,2.97,374.81,48.04,0
6.97,0.35,0.34,513,332.03,0
7.86,0.05,0.53,896.26,455,0
7.52,1.53,1.58,330.11,279.69,1
8.08,1.96,2.2,961,297.74,0
9.39,1.21,2.36,611.97,269.24,0
5.72,0.32,0.71,1117.89,21.37,0
7.8,2.65,1.35,383.75,340.66,0
8.95,1.37,1.57,288.85,179.1,0
7.43,3.98,0.41,1086.24,467.84,0
5.81,0.04,1.96,444.43,93.4,0
7.74,4.21,0.43,553.07,151.06,0
6.83,4.77,4.22,1038.01,252.43,0
6.12,3.58,2.32,837.18,238.68,0
8.9,3.67,1.96,590.99,200.15,0
7.59,4.67,0.76,347.36,157.2,0
9.23,1.05,1.36,1000.54,73.59,0
8.72,4.97,1.4,259.15,410.46,0
8.27,3.87,5.91,1208.92,224.38,0
5.52,3.63,5.01,220.9,286.48,0
7.21,1.81,0.09,1052.27,273.28,0
6.29,2.73,3.7,568.8,287.74,0
9.14,3.27,1.54,266.23,352.42,0
6.2,3.1,0.63,541.02,314.69,0
6.64,3.52,4.23,311.37,136.95,1
7.57,0.41,0.79,202.71,276.85,1
6.55,1.78,2.66,333.73,122.26,1
6.34,2.17,3.79,1131.6,294.42,0
7.9,1.3,3.33,164.55,215.97,1
5.86,0.86,5.87,1265.13,19.71,0
5.73,0.69,4.71,36.35,366.99,0
6.99,1.83,4.65,865.96,137.33,0
8.38,2.47,2.13,1117.77,460.1,0
7.72,0.31,0.05,1216.13,140.28,0
7.19,4.73,4.41,212.86,498.31,0
7.76,3.83,6,916.72,231.48,0
6.96,3.65,2.44,166.33,13.2,0
9.24,0.86,5.91,477.82,38.13,0
5.72,3.02,0.85,959.55,41.04,0
8.19,2.65,1.78,469.39,28.11,0
9.07,4.91,1.02,427.99,133.89,0
8.72,3.74,2.85,177.39,162.29,0
6.24,2.88,4.78,114.38,55.64,0
6.68,4.25,2.04,176.4,219.07,0
8.37,0.78,5.44,1141.85,182.68,0
5.84,0.08,3.27,44.22,318.16,0
8.75,3.45,2.79,909.94,97.93,0
8.38,0.49,4.72,1006.15,456.99,0
8.42,0.58,0.61,751.22,258,1
5.9,3.72,4.64,958.08,311.87,0
8.37,1.35,1.46,858.38,19.76,0
8.22,3.14,1.68,608.56,279.54,1
8.82,4.59,3.6,516.04,184.05,0
5.67,1.58,5.41,1225.49,462.09,0
5.59,1.09,3.47,1264.36,442.82,0
6.99,0.53,3.89,857.11,318.82,0
6.1,0.65,4.66,280.57,383.93,0
7.73,0.31,1.56,598.83,322.3,0
9.17,0.44,4.96,660.6,8.48,0
7.07,2.16,2.51,992.62,351.56,0
8.88,1.6,1.05,878.08,88.55,0
5.5,3.53,2.1,683.81,341.29,0
6.17,4.35,1.48,894.06,5.25,0
5.62,3.92,1.37,60.55,155.45,0
6.81,2.65,1.7,1016.33,258.46,0
9.13,0.51,1.09,298.77,166.59,0
5.89,3.55,4.01,863.64,346.99,0
7.93,1.81,3.48,174.75,261.35,1
7.31,0.43,3.89,175.37,479.83,0
9.25,4.21,2.06,75.29,178.91,0
5.99,1.69,4.62,1186,360.93,0
6.35,1.09,0.78,797.79,417.92,0
5.62,4.36,3.43,489.69,126.81,0
7.24,4.51,1.65,1030.48,377.07,0
6.61,1.69,3.17,825.12,196.66,0
8.98,1.77,1.94,817.5,64.36,0
7.92,2.9,4.74,648.54,1.82,0
7.96,3.67,5.35,40.07,371.88,0
7.63,0.32,4.46,358.25,93.12,1
5.87,2.97,1.05,168.53,25.6,0
7.28,4.76,1.65,871.26,248.6,0
9.5,1.31,5.52,345.75,173.35,0
8.84,4.54,2.62,601.71,345.9,0
9.07,4.75,5.65,478.86,53.68,0
8.79,1.35,2.35,211.86,66.33,0
5.91,3.77,5.71,1247.13,202.05,0
6.41,1.19,5.55,1215.44,260.2,0
5.51,3.69,3.96,137.45,412.1,0
6.71,3.99,0.05,1080.75,292.81,0
5.93,1.24,2.4,650.23,451.3,0
7.39,3.58,5.47,1012.64,108.88,0
8.21,4.06,5.31,221.97,298.11,0
9,1.79,1.12,197.99,327.62,0
8.5,0.84,2.4,1161.26,362.9,0
9.25,0.46,5.01,1170.23,494.33,0
5.72,2.88,3.47,621.71,234.02,0
5.55,4.89,5.08,1135.1,184.66,0
8.15,4.11,4.96,877.67,426.1,0
6.66,2.18,5.44,264.96,88.4,0
6.51,2.68,0.7,447.77,18.51,0
6.82,1.4,0.87,202.8,221.79,1
6.58,0.82,0.5,1012.91,123.6,0
7.55,2.41,5.61,1281.27,198.26,0
7.26,2.32,2.85,723.9,493.04,0
7.55,2.61,0.39,862.95,174.24,0
8.19,4.76,1.93,977.54,353.98,0
7.05,3.02,2.11,314.81,125.2,1
6.51,3.03,4.86,456.72,151.71,1
6.16,0.64,4.41,553.65,121.58,0
6.9,4.98,4.14,785.13,286.08,0
8.47,3.86,0.13,1110.13,113.05,0
8.53,4.39,5.46,352.84,359.18,0
8.17,2.07,1.29,628.03,340.14,0
6.44,2.51,3.77,984.45,210.63,0
7.85,2.61,0.37,140.98,12.79,0
7.78,0.97,0.49,681.37,11.33,0
7.44,3.45,0.06,213.36,266.4,1
7.7,4.51,3.4,714.72,419.6,0
7.47,0.82,3.78,1005.13,299.44,0
7.76,0.43,0.3,330.92,217.83,1
8.36,3.69,1.74,1108.84,441.06,0
5.94,1.37,5.11,455.2,98.5,0
8.5,3.12,0.61,272.3,179.71,1
6.04,3.48,1.3,620.96,282.65,0
5.77,1.61,2.55,1142.62,145.83,0
9.4,4.08,5.05,117.54,498.86,0
9.33,2.75,1.53,446.02,226.16,0
5.74,4.34,5.98,859.52,25.86,0
7.27,3.82,2.13,484.13,88.04,1
6.24,4.34,2.32,119.95,266.24,0
7.44,0.1,0.73,451.64,275.03,1
8.82,1.22,4.08,1072.62,492.07,0
9.3,0.45,1.46,1259.41,299.98,0
8.04,2.21,3.77,80.52,333.31,0
6.92,4.45,1.34,752.99,106.86,0
7.91,2.34,2.33,163.74,53.43,0
6.75,4.25,5.14,894.1,301.01,0
9.14,1.64,4.43,40.02,432.44,0
8.98,1.7,0.93,48.72,293.69,0
7.73,4.48,3.65,1016.64,221.39,0
6.8,2.13,3.77,124.53,289.1,1
6.67,3.95,0.54,417.58,234.39,1
5.63,1.18,2.79,1246.71,70.94,0
8.76,4.74,1.56,1281.26,370.59,0
7.3,2.87,2.8,234.98,266.52,1
6.8,3.8,4.66,742.35,199.66,1
7.38,0.45,0.95,740.12,279.82,1
8.77,2.46,0.74,604.52,120.61,0
6,4.51,1.62,1204.37,213.98,0
8.93,4.39,5.71,987.62,311.22,0
9.09,0.23,4.49,1000.95,113.1,0
9.29,1.52,0.12,372.35,374.5,0
7.09,2.22,2.41,581.59,260.51,1
6.37,0.86,1.54,649.03,430.85,0
6.99,3.65,3.83,409.62,423.62,0
6.83,0.92,2.76,150.42,247.26,1
6.2,1.73,5.79,190.48,97.73,0
7.93,3.32,1.31,259.45,368.32,0
7.41,2.41,3.53,288.64,209.34,1
8.96,3.69,4.2,337.67,297.31,0
5.63,4.81,4.95,354.43,53.63,0
8.08,0.58,2.44,608.76,315.79,0
8.55,3.55,4.12,677.16,186.78,0
8.54,1.15,1.82,422.28,167.09,0
9.04,2.07,2.61,1182.27,489.96,0
8.42,0.16,5.37,732.49,216.22,0
9.21,0.68,5.7,1030.1,339.02,0
6.83,1.6,4.31,1203.78,313.86,0
7.51,1.71,2.25,237.18,52.15,0
5.56,4.5,4.92,573.4,373.96,0
5.53,3.71,0.16,580.18,161.58,0
6.46,4.86,0.62,480.18,399.47,0
5.9,3,3.97,41.31,303.82,0
6.54,1.21,1.75,1066.28,158.55,0
6.21,1.64,5.71,171.68,178.15,0
5.61,1.6,2.62,1294.26,365.75,0
9.14,1.63,2.58,1011.66,275.03,0
5.53,3.36,4.07,766.61,334.18,0
8.44,2.65,4.61,226.35,79.16,1
6.11,1.93,2.85,684.55,393.49,0
9.15,0.75,1.28,361.61,160.2,0
9.07,0.11,4.64,350.45,309.93,0
8.12,1.09,1.92,1083.5,57.34,0
8.19,0.54,1.05,513.42,160.71,1
5.52,3.93,3.79,602.42,324.43,0
9.44,0.56,0.54,1100.57,137.1,0
9.01,3.62,5.83,141.49,440.16,0
9.08,1.93,3.79,785.16,330.61,0
8.14,0.37,5.92,764.33,435.14,0
6.88,4.06,2.03,570.02,197.7,0
9.07,2.9,5.83,1083.81,16.99,0
6.67,1.18,0.87,1227.47,288.07,0
7.75,4.47,0.24,620.98,169.6,0
5.9,0.23,0.2,609.31,224.09,0
9.19,1.01,2.79,667.62,340.56,0
6.06,3.76,0.5,948.37,350.33,0
6.4,3.55,3.07,878.44,13.78,0
7.73,1.45,1.97,313,384.65,0
8.56,0.31,2.01,111.15,246.76,0
7.98,4.29,3.81,1235.55,278.35,0
6.43,1.57,0.98,361.56,149,0
5.5,0.98,4.6,841.02,210.42,0
8.53,2.58,3.49,1082.12,355.19,0
9.44,4.55,5.49,411.35,388.36,0
8.74,0.22,2.19,837,193.55,0
7.34,3.83,5.9,167.03,345.56,0
9.12,2.86,3.45,1261.81,129.02,0
7.14,2.13,5.84,103.86,416.01,0
7.6,3.72,0.16,586.48,304.91,0
7.41,4.83,4.37,711.76,387.59,0
7.29,1.15,4.9,1033.91,238.58,0
8.6,0.72,0.32,183.83,114.55,0
7.61,4.56,3.47,589.83,214.62,0
6.77,3.34,4.81,410.63,190.74,1
6.53,2.19,3.37,426.25,166.36,1
5.65,2.87,0.38,1019.06,106.09,0
7.83,3.73,4.16,36.94,379.58,0
6.42,3.87,0.36,981.34,43.18,0
6.09,4.6,4.9,1059.21,443.78,0
8.12,2.13,0.26,1174.73,87.51,0
8.22,1.47,0.82,826.14,489.94,0
8.51,3.2,1.65,453.49,494.23,0
7.51,2.08,3.8,572.59,199.19,1
9.08,2.97,5.86,1261.56,493.91,0
9.25,2.1,0.71,1149.11,434.53,0
8.73,0.76,0.86,618.68,41.22,0
8.04,2.35,2.21,1227.69,473.66,0
6.71,3.45,5.02,1075.15,21.26,0
9.43,4,2.8,1174.38,90.96,0
6.6,2.47,1.93,897.38,292.3,0
6.31,0.83,3.37,1119.22,40.37,0
7.27,2.07,1.56,1162.54,80.86,0
5.73,3.93,2.41,146.86,476.75,0
9.41,2.06,2,1255.83,497.34,0
7.85,3.48,4.82,453.69,399.07,0
7.73,2.54,5.55,588.67,257.6,0
8.12,1.21,4.56,1035.72,450.15,0
7.49,3.98,2.63,874.42,55.95,0
5.63,0.42,3.03,1164.19,471.45,0
7.95,2.62,0.75,538.73,175.78,1
8.36,1.04,4.48,504.08,430.74,0
7.17,0.34,3.58,70.24,334.19,0
8.53,2.51,5.41,617.66,480.14,0
6.41,2.5,1.2,949.57,432.34,0
6.39,3.53,4.56,412.5,443.95,0
6.15,3.72,4.11,617.66,315.88,0
6.99,3.64,1.6,308.64,416.58,0
8.89,2.05,4,1011.44,378.57,0
8.81,3.16,5.55,106.85,80.81,0
7.03,2.88,5.51,925.84,324.3,0
7.86,2.11,4.32,511.25,74.09,1
8.38,2.99,0.29,82.83,434.73,0
6.46,4.74,5.23,1113.91,32.97,0
6.17,0.96,3.95,649.41,493.52,0
9.39,4.53,1.86,791.14,200.31,0
7.97,0.27,1.12,959.68,85.31,0
9.43,1.54,0.7,861.94,467.84,0
6.85,1.44,0.3,958.19,22.71,0
8.31,3.13,4.52,998.1,235.05,0
6.39,0.66,1.42,778.22,385.11,0
6.54,4.41,0.15,494.36,158.38,0
7.55,4.14,2.38,338.79,264.42,0
6.78,3.26,2.9,1176.69,350.21,0
6.17,2.29,1.02,1261.8,475.99,0
6.55,4.66,0.26,484.23,51.35,0
5.64,4.15,1.13,172.63,78.61,0
8.32,2.5,4.07,312.62,254.44,1
7.47,3.51,0.49,881.75,209.24,0
5.88,2.83,3.33,249.63,205.4,0
6.19,2.94,0.88,1020.76,148.48,0
5.91,1.65,1.17,1202.25,280.34,0
7.95,2.31,2.36,1253.84,441.64,0
5.88,0.39,0.6,41.84,80.46,0
8.52,1.79,1.04,1246.86,107.64,0
5.58,3.48,2.09,970.05,335.41,0
6.5,4.77,1.98,136.74,28.1,0
9.06,4.82,4.5,557.36,336.88,0
8.37,2.78,0.45,919.06,157.23,0
5.79,3.03,5.16,1244.99,178.93,0
8.78,0.93,4.9,238.46,202.77,0
7.47,3.48,4.6,192.22,174.79,1
8.89,0.35,1.86,629.88,420.6,0
7.9,1.42,4.94,1259.49,473.03,0
8.23,3.34,1.1,1263.65,274.01,0
9.47,1.55,0.75,319.45,290.94,0
6.43,0.25,0.27,435.57,35.24,0
8,4.16,5.64,1183.2,356.6,0
7.34,1.55,1.85,963.25,292.05,0
5.66,0.32,5.51,1264.84,25.2,0
5.56,0.37,1.64,1164.3,99.21,0
5.98,1.26,5.45,303.17,100.97,0
8.1,0.89,5.42,994.85,85.48,0
7.77,3.87,5.54,91.68,329.32,0
7.71,1.61,2.98,1068.65,464.22,0
5.63,4.02,5.2,793.98,381.49,0
7.38,0.87,5.7,1244.25,238.69,0
9.2,2.46,1.95,1249.24,202.03,0
7.09,3.44,2.51,94.54,193.23,1
8,3.26,4.32,233.86,300.62,0
8.62,3.01,1.8,644.94,179.61,0
8.64,4.62,4.52,1146.96,113.06,0
7.58,1.14,0.44,1064.35,301.42,0
8.93,2.47,3.14,1254.75,195.35,0
7.07,4.42,0.73,814.97,7.06,0
9.05,0.39,1.76,355.84,11.12,0
6.46,0.28,1.55,61.89,137.07,0
6.62,1.17,5.03,313.12,256.21,0
5.71,3.17,1.16,887.6,177.12,0
8.68,1.3,4.85,1206.37,12.03,0
7.17,0.95,4.76,437.55,111.58,1
6.42,2.29,2.99,1142.14,48.21,0
6.43,3.07,1.4,531.52,474.32,0
9.11,1.24,1.36,421.5,156.42,0
8.84,1.5,2.79,676.23,7.38,0
7.71,3.07,0.05,591.69,330.28,0
7.96,4.73,3.19,1190.53,116.22,0
7.4,3.37,5.72,624.69,283.37,0
7.07,3.91,0.93,382.22,75.37,1
9.16,1.83,3.44,1100.06,492.01,0
6,1.36,5.77,1298.41,485.13,0
7.17,2.27,5.16,853.18,327.99,0
6.88,4.04,5.1,348.09,353.6,0
7.49,2.28,4.93,333.3,212.94,1
7.33,4.23,1.85,103.29,481.09,0
7.58,4.94,5.34,128.16,211.87,0
6.06,0.36,5.65,1192.03,119.73,0
7.55,0.23,2.97,152.54,57.69,0
6.47,0.75,2.13,645.12,104.06,0
6.24,1.92,2.49,916.61,286.11,0
5.76,0.66,2.01,1109.95,122.55,0
8.55,4.35,1.27,247.51,327.12,0
7.21,0.12,3.71,585.98,191.09,1
8.01,1.58,3.38,349.38,443.44,0
8.41,0.92,2.78,354.9,279.24,1
8.22,4.66,0.58,415.88,311.3,0
7.38,3.35,4.78,775.64,278.28,1
7.05,4.56,1.05,51.05,442.78,0
7,4.86,0.69,549.13,31.71,0
8.06,2.49,3.74,267.27,33.67,0
7.48,1.17,2.39,1258.24,350.87,0
8.9,0.97,0.36,770.07,383.98,0
9,1.11,2.13,1132.48,216.79,0
6.18,3.54,4.63,278.53,176.15,0
6.04,0.2,3.69,1058.72,138.97,0
8.02,0.26,2.18,556.77,117.2,1
6.7,3.04,1.15,255.67,455.98,0
5.57,3.21,3.79,996.78,147.57,0
9.05,3.33,5.33,997.75,324.04,0
6.41,1.86,3.88,1294.78,393.55,0
9.22,4.03,4.88,1021.79,10.98,0
8.37,2.67,3.13,214.49,16.94,0
8.55,0.53,4.31,439.63,166.57,0
6.31,3.99,5.38,603.69,348.01,0
6.44,4.77,4.64,190.85,130.4,0
7.59,0.3,5.46,1030.81,0.74,0
6.19,1.96,2.59,698.91,144.07,0
6.72,2.44,5.43,1229.45,45.07,0
6.79,0.73,3.73,778.42,109.71,1
6.14,4.34,5.22,694.08,166.6,0
6.32,1.42,0.24,120.71,64.03,0
8.65,3.92,3.95,219.67,353.18,0
6.17,3.35,5.09,1108.9,127.96,0
5.61,2.99,1.05,1288.16,330.55,0
8.02,0.96,3.97,557.28,299.52,1
9.4,1.1,4.95,1058.81,449.02,0
6.82,0.24,1.73,827.03,43.97,0
5.97,1.2,2.43,1248.01,107.3,0
7.78,1.73,3.42,332.43,432.59,0
9.13,4.17,3.12,721.94,411.07,0
8.64,1.83,0.24,549.17,96.05,0
7.99,3.77,0.59,717.98,53.87,0
6.76,2.2,0.6,371.45,428.12,0
7.67,3.92,1.57,662.14,89.07,1
5.86,4.88,1.48,823.5,435.55,0
8.22,1.2,4.45,133.14,480.56,0
8.4,4.31,3.44,973.59,110.4,0
9.36,3.11,4.58,927.28,420.19,0
6.54,4.09,0.42,1148.18,211.92,0
5.57,3.26,2.91,570.84,394.39,0
7.68,2.12,1.94,108.32,203.7,1
8.33,1.14,5.1,616.06,35.2,0
8.66,0.35,4.25,204.76,356.35,0
6.27,2.68,5.22,852.26,75.34,0
6.55,4.95,0.28,89.86,463.51,0
7.55,3.69,4.32,504.98,208.87,1
6.82,1.64,3.24,135.21,41,0
8.94,4.14,4.95,34.28,114.24,0
7.4,3.84,3.04,1249.91,431.26,0
8.7,1.41,3.24,1295.08,160.54,0
7.82,0.07,0.31,735.49,428.16,0
8.59,0.59,4.01,333.47,86.14,0
6.83,4.39,1.64,1187.1,234.11,0
8.83,4.18,0.12,1202.26,439.13,0
6.6,1.48,0.4,1115.23,24.2,0
7.68,1.43,5.74,721.35,152.14,0
6.36,3.96,2.08,124.87,454.93,0
7.4,4.69,5.21,142.32,298.26,0
6.77,3.9,5.76,1168.71,358.12,0
6.57,3.03,5.66,1142.3,421.06,0
9.37,1.21,5.29,581.68,261.8,0
6.14,2.63,5.37,446.76,422.68,0
8.65,1.17,1.73,848.04,319.38,0
9.44,4.04,0.91,1054.87,342.83,0
5.58,1.93,3.84,959.24,76.43,0
8.3,4.17,2.93,811.82,469.51,0
6.51,1.91,0.59,324.02,398.04,0
5.66,4.12,4.07,363.38,127.1,0
7.11,1.67,3.38,949.57,290,0
9.24,2.2,5.18,1049.33,188.23,0
5.55,3.08,3.66,177.49,330.2,0
7.85,0.35,3.44,267.87,496.87,0
7.51,4.74,2.64,894.2,22.87,0
8.99,2.87,2.78,524.01,476.26,0
5.84,2.54,5.73,745.38,36.2,0
8.23,4.2,0.83,810.81,230.38,0
8.22,4.33,2.68,1015.78,241.05,0
8.18,2.61,3.93,1053.26,134.36,0
9.27,4.64,2.6,385.72,283.35,0
8.79,0.32,1.7,717.45,416.98,0
5.67,0.57,1.72,186.88,146.98,0
7.38,2.98,1.4,1099.36,35.2,0
7.09,1.77,2.06,1103.72,316.14,0
6.74,2.32,5.23,410.37,375.87,0
7.31,1.64,3.03,233.99,477.26,0
7.04,2.02,1.44,119.02,79.76,1
7.23,4.11,2.31,760.22,450.68,0
9.42,2.97,0.63,146.11,241.06,0
5.85,4.99,5.42,894.36,117.88,0
9.19,3.93,2.45,891.22,481.37,0
7.42,1.37,5.88,809.76,119.21,0
7.99,1.32,2.09,1143.23,366.72,0
8.82,1.68,5.02,510.42,392.44,0
6.94,4.22,1.54,1175.88,215.26,0
7.22,0.14,0.46,76.9,344.99,0
7.14,1.15,0.19,173.2,286.24,1
7,4.52,3.64,553.5,96.02,0
9.2,3.2,1.87,784.37,379.94,0
8.82,1.13,2.66,71.12,464.01,0
5.94,1.1,4.91,750.64,244.32,0
5.93,4.31,1.49,420.4,497.16,0
7.21,4.47,1.85,1156.68,213.98,0
5.89,1.28,5.07,707.27,239.87,0
7.98,2.1,2.96,776.63,336.95,0
6.07,4.17,4.97,1230.94,92.89,0
7.59,3.86,2.25,1000.5,450.97,0
5.53,4.07,2.39,586.61,400.64,0
6.77,2.59,1,635.64,436.21,0
8.21,4.56,5.5,852.86,304.78,0
7.44,1.63,5.38,284.25,441.87,0
9.41,0.78,5.91,142.59,339.99,0
9,3.54,2.41,425.27,255.78,0
6.94,2.7,4.91,1018.55,465.9,0
5.68,4.27,2.49,356.8,219.86,0
8.88,0.41,2.73,196.06,250.28,0
9.14,4.22,4.98,308.16,84.77,0
8.78,1.47,1.06,892.3,473.83,0
6.01,3.27,1.32,809.71,110.53,0
9.49,0.2,1.89,904.16,100.71,0
6.53,3.05,4.73,438.89,50.6,0
8.4,3.59,2.24,1174.09,226.68,0
9.13,1.84,2.15,603.75,136.81,0
6.44,1.08,5.99,682.42,370.39,0
9.13,2.69,2.3,1234.99,153.76,0
6.74,4.17,1.49,1273.68,360.39,0
9.41,1.62,3.74,870.16,97.98,0
6.63,1.26,4.81,1229.91,114.98,0
9.31,1.39,0.42,717.71,403.09,0
5.71,4.75,3.71,420.25,185.55,0
8.34,1.8,0.21,430.17,55.89,0
7.63,0.02,3.16,739.85,480.7,0
7.41,3.91,1.54,798.4,88.7,1
6.39,3.5,1.84,588.31,75.1,0
8.32,0.64,2.8,1152.39,179.19,0
6.26,4.92,5.56,571.9,47.82,0
7.71,3.04,4.26,377.25,77.81,1
6.51,2.5,5.62,40.14,423.22,0
9.32,1.91,3.96,1262.62,85.75,0
5.61,4.49,0.04,1076.88,55.71,0
6.3,1.22,1.59,811.76,439.98,0
6.47,1.43,5.43,1084.79,221.9,0
7.16,0.61,3.86,1059.07,78.58,0
6.43,3.8,5.89,1213.45,290.76,0
7.47,2.98,0.94,520.31,20.75,0
8.99,3.05,1.78,734.66,213.69,0
8.35,1.09,2.17,155.26,295.16,1
7.82,3.26,1.96,1255.95,478.56,0
5.86,3.83,1.51,1281.11,163.23,0
8.28,1.79,2.66,1032.14,382.53,0
6.17,4.01,3.85,606.73,66.35,0
8.65,1.74,1.87,660.64,216.79,0
6.5,3.79,0.48,582.92,111.57,1
7.17,0.17,4.25,402.5,246.23,1
6.9,2.76,2.75,700.3,208.62,1
8.94,4.85,3.34,97.88,489.89,0
6.01,4.91,2.73,1289.7,458.75,0
7.76,1.41,5.34,568.54,291.1,0
6.07,2.21,3.35,1207.76,88.25,0
8.32,0.31,5.54,949.82,278.48,0
9.12,4.37,3.06,398.23,396.04,0
7.24,2.84,1.76,312.01,19.01,0
7.45,1.93,2.13,1294.51,217.01,0
9.21,0.56,3.13,1010.6,21.32,0
7.58,4.73,3.18,347.07,121.98,0
7.45,2.65,4.12,115.66,46.06,0
7.81,1.41,1.35,915.08,480.29,0
8.26,1.75,3.95,414.83,84.41,1
5.93,1.35,4.67,311.09,75.05,0
8.78,3.01,4.06,963.37,486.03,0
7.24,4.65,2.89,892.66,257.98,0
5.79,4.28,5.95,641.39,378.99,0
8.64,2.3,2.43,1227.17,163.66,0
7.01,4.13,0.64,893.14,266.43,0
5.9,2.12,4.93,1164.64,3.43,0
8.04,1.26,1.27,272,204.41,1
9.02,4.92,4.28,406.74,277.54,0
9.05,1.52,1.07,162.74,257.21,0
9.33,1.62,0.1,416.82,202.91,0
8.97,4.95,0.96,1264.16,393.95,0
5.51,0.67,2.26,1252.83,250.82,0
7.02,3.8,0.64,995.69,318.06,0
8.77,4.68,1.19,691.73,92.31,0
6.97,2.56,4.59,1021.59,430.75,0
7.91,0.01,4.62,732.93,181.42,0
7.93,1.88,4.9,34.46,241.05,0
6.96,0.56,5.05,666.96,176.1,0
9.12,2.08,2.52,790.63,445.95,0
7.51,3.95,5.21,367.5,450.37,0
7.36,2.19,3.16,288.18,112.14,1
9.49,2.16,2.82,377.74,376.36,0
7.47,2.78,4.31,822.01,51.44,0
6.21,2.91,1.28,215.5,14.93,0
7.55,4.28,4.74,944.82,418.29,0
8.76,1.54,2.58,566.8,65.59,0
8.61,4.11,0.76,478.75,77.39,0
8.65,2.83,0.72,1055.18,303.29,0
8.33,1.5,0.99,672.7,408.38,0
6.52,1.48,5.34,510.57,94.8,0
8.95,1.81,5.95,1145.26,57.1,0
9.07,3.11,2.14,497.68,38.66,0
6.28,1.15,1.75,1120.93,12.42,0
6.02,4.6,1.31,670.33,58.24,0
9.4,2.87,4.94,294.17,471.35,0
8.97,4.6,1.26,808.28,47.64,0
9.07,0.23,5.54,392.36,298.78,0
9.05,1.71,4,216.89,460.48,0
7.67,0.11,5.38,139.89,313.91,0
8.09,1.36,3.32,336.96,16.37,0
7.68,4.31,4.14,965.42,298.21,0
5.7,0.18,3.72,1094.26,451.53,0
8.48,2.18,4.99,1124.39,161.28,0
7.52,0.59,5.02,373.09,156.81,0
8.09,2.08,3.54,869.44,124.43,0
7.51,4.19,3.8,322.55,252.77,0
7.47,3.12,5.53,820.91,118.97,0
6.19,3.68,5.58,1156.76,361.89,0
6.61,1.75,3.99,81.93,322.43,0
6.14,4.72,0.05,1281.24,200.39,0
6.28,3.55,0.63,1080.4,361.28,0
9.39,2.11,5.15,997.31,49.25,0
6.11,2.13,0.51,908.03,374.76,0
6.58,4.59,1.28,1008.25,301.45,0
7.86,2.88,1.38,1293.14,315.04,0
7.94,3.53,3.6,1008.14,32.33,0
6.12,2.09,3.46,476.53,309.07,0
8.67,1.12,1.74,809.68,247.06,0
8.64,3.62,1.25,457.89,242.93,0
6.45,3.04,4.59,1261.98,160.93,0
6.65,2.51,5.61,1173.18,3.81,0
9.25,3.12,0.32,750.88,211.32,0
8.8,1.04,0.8,1022.22,200.46,0
8.29,3.97,3.85,1185.3,211.4,0
5.83,4.74,4.83,339.37,306,0
7.17,4.46,4.75,765.94,149.95,0
7.74,1.61,4.32,641.78,134.69,1
